simulation_id,state_1(t),state_2(t),state_1(t+dt),state_2(t+dt)
0,-0.48867046379282036,0.14276719137223182,-0.6022395225788969,0.15903192439788857
0,-0.6037790987477926,0.16133302010896497,-0.620080456589833,0.012924449963605979
0,-0.6216998461573413,0.014734523869274652,-0.3977407748915152,-0.09809371676984356
0,-0.39836550321360087,-0.09665674041358899,-0.538003108778292,-0.1578248944086177
0,-0.5392553162199125,-0.15658865597351931,-0.3903941519633254,-0.3447171610322011
0,-0.3909860143522786,-0.3441090094114808,-0.6462740896625166,-0.5580029780612424
0,-0.6480106593550264,-0.5581116137736203,-0.7145334443456175,-0.8923636999131053
0,-0.7165753798379803,-0.8935960180786692,-0.9733508801513137,-0.7813213672502455
0,-0.9765506641710703,-0.7821805066522183,-1.2373825354194452,-0.7192767165294549
0,-1.2417634943561304,-0.7199273431463646,-1.175577779309808,-0.6092875566057121
0,-1.1796822478098088,-0.6095685438452378,-1.2842267148666453,-0.5738176415038843
0,-1.288817236439716,-0.5739794253842501,-1.3588304294730145,-0.6575059248083017
0,-1.3637546990442684,-0.6579489589951197,-1.1743539067069766,-0.6583583569711144
0,-1.1784529000770407,-0.658804255917461,-1.1100358425016885,-0.611083426157504
0,-1.1138471018723293,-0.6113704487563639,-1.14548361240329,-0.8197124374328643
0,-1.1494534513072308,-0.8207005972882094,-0.9563004302714635,-0.9024588091207902
0,-0.9594239372111103,-0.9037250538104292,-1.0285157109657477,-0.5204529680583273
0,-1.0319622809793596,-0.520435409859161,-1.1460837362586254,-0.5692440560736799
0,-1.1500562598832458,-0.5693904695550718,-0.8805992820191205,-0.5193132435915173
0,-0.8833841314693552,-0.5192918551326908,-0.9906863374437134,-0.4832083484502897
0,-0.9939636735558751,-0.4830656226617686,-1.455344668348649,-0.5262529186379327
0,-1.4607007050804377,-0.5262548522698031,-1.294144108973813,-0.6695689089892323
0,-1.2987789971102366,-0.6700524831162146,-1.162268625844765,-0.5067048748584186
0,-1.1663135543694454,-0.5066411135914759,-1.1939293577531382,-0.3488620459614221
0,-1.1981159240763009,-0.34826782401054956,-0.8740555236562947,-0.3646288553329954
0,-0.8768110988771468,-0.3640876207274529,-0.8700066720188865,-0.36560514197386046
0,-0.8727441342525227,-0.3650671883642481,-0.8967881101041161,-0.5990517240860396
0,-0.8996453820737227,-0.5992983118741814,-1.0460846066797138,-0.7324766239111982
0,-1.0496097730984213,-0.7331716113137482,-0.9346985700846604,-0.9167434326219107
0,-0.9377254387049899,-0.918057683490893,-1.0511490376770638,-0.6756705504542719
0,-1.0546968603899813,-0.6761746303015792,-1.0517085754752278,-0.3779036859725928
0,-1.0552589013425933,-0.3774070639464708,-1.1236201521916902,-0.6178776368682212
0,-1.1274921824795656,-0.6181874926973618,-0.8547077546410947,-0.6250824103060735
0,-0.8573767754696863,-0.6254164791392012,-1.0047508882212481,-0.5286917121229319
0,-1.0080911436624556,-0.5287018417816288,-1.1822397689948767,-0.7665643214927589
0,-1.1863740406452037,-0.7673738670510328,-1.1948625086921105,-0.6365085221956545
0,-1.199053249569577,-0.636880990639141,-1.356087361948304,-0.48975516894505455
0,-1.3609993601025099,-0.48963444498519726,-1.3439786791615442,-0.3389136031623108
0,-1.3488365077792595,-0.33828594758757247,-1.1734384951200705,-0.2510167632486175
0,-1.1775333932947916,-0.25009371371685424,-1.1444798098450062,-0.3468936839507534
0,-1.148445158126782,-0.3462928469470102,-1.4902878663015229,-0.18737538700328132
0,-1.495800225307992,-0.18623845858829452,-1.542225953570799,-0.40659840982020196
0,-1.5479706633757109,-0.40619822184144055,-1.3337821935712748,-0.17125258186863745
0,-1.3385944070789084,-0.17006146971721894,-1.4511301282754512,-0.05599902453796722
0,-1.456467310794415,-0.054420581005869606,-1.6084756488561693,-0.36585926017423887
0,-1.6145167340265494,-0.36532216057690775,-1.5847140181739792,-0.7171456926359366
0,-1.590648803052,-0.7177891575439495,-1.4765337188876333,-0.727035880508028
0,-1.4819845471889581,-0.7277125832632051,-1.4386541184958148,-0.5437879214914245
0,-1.4439354882002124,-0.5438487848172909,-1.3447142752680377,-0.3538744740750594
1,0.4402243716141944,-1.317888842843253,0.43257963630167817,-1.399496246314263
1,0.4356694385032885,-1.402432879330789,0.543069241664961,-1.2581112436215993
1,0.5466533313803313,-1.260572725592304,0.5259019242474211,-1.1738278813077412
1,0.5294092140627797,-1.176006113096418,0.7071997179556428,-1.0559736964926802
1,0.7115180635749172,-1.057755857000084,0.4622813574467028,-0.835493534579537
1,0.46550403359469833,-0.8365347297969831,0.4368472334824894,-0.7426847474898041
1,0.43995612725378447,-0.7434140412226002,0.37285564323070064,-0.8137877714581336
1,0.3756782635200412,-0.8147560203527657,0.08165143086152457,-0.747615299591637
1,0.08317131678363483,-0.7483611633774306,0.117646538404704,-0.7485769435472509
1,0.11932745243580742,-0.7493260391194612,0.2731822863941812,-0.44658316131372483
1,0.2755590068581321,-0.44631734965584063,0.18474184499323903,-0.6392171255900393
1,0.18672291732583682,-0.63959869680759,-0.04469911602177461,-0.7698579858195622
1,-0.04374447329585321,-0.7706786003598333,-0.18574143089426728,-0.8454237513338454
1,-0.18541775661939688,-0.8464983189230861,0.01472442461349251,-0.8237038884705936
1,0.01594490514436272,-0.8247054623521708,-0.1273491339968045,-1.0154007611421616
1,-0.12676423530031275,-1.0170465686255765,-0.2975441250434602,-1.1066636500199132
1,-0.29772061253078447,-1.1086161637046157,-0.39588103058191354,-1.3265841420201108
1,-0.3964974391314017,-1.3292757401181619,-0.2985126088687757,-1.2218856668434728
1,-0.2986934289759927,-1.224225405911014,-0.23738167888974573,-1.5276054360137228
1,-0.2372890229962672,-1.530972604195264,-0.12831541369097235,-1.3469426611610364
1,-0.12773483775394798,-1.3497026779136614,-0.059793629299704255,-1.3198449430870707
1,-0.058906513554398236,-1.3225138928323257,-0.02663303214279436,-1.2411017557691124
1,-0.02559756878533424,-1.243506074138388,0.13391890674802004,-1.3907364743186381
1,0.13567261702511385,-1.3936436684643814,0.29094072301230256,-1.2224480608366375
1,0.29339688781362244,-1.2247896899355748,-0.17928655631478488,-0.8596086013636869
1,-0.17893400544200255,-0.8607308398246476,-0.18215340257117987,-1.1973171925591142
1,-0.18181367685334082,-1.1995743646214703,-0.16736156027595148,-0.8265416120907411
1,-0.16695566160973413,-0.8275527226793253,-0.4031822602067255,-0.9371589989722653
1,-0.4038313316173649,-0.9385418602137598,-0.29325141236729707,-0.9207817402831135
1,-0.2934086959279804,-0.9221095626488743,-0.36585434589025273,-0.771256536761288
1,-0.3663364267328592,-0.7720818513965475,-0.191822392101591,-0.7694819982948672
1,-0.19152592168165844,-0.7703013492579401,-0.07284024489840553,-0.8124751995215729
1,-0.07201149463613354,-0.8134390372699271,-0.017266430521570723,-0.7184159840129106
1,-0.01618906463208042,-0.7190637179753832,-0.06447131040567616,-0.5107300031441178
1,-0.06360512078601276,-0.510679769082169,0.02135569392979178,-0.4210033169600621
1,0.022605840180008628,-0.42065153939656474,-0.014194164416990064,-0.33749170039368587
1,-0.013103054404064347,-0.3368592662457276,-0.10620505512843427,-0.4033039662991181
1,-0.10552556604816629,-0.4028927067197298,0.07644565892269688,-0.4836579329863058
1,0.07794225624620653,-0.483516718111661,-0.11970205288243992,-0.5269347424318976
1,-0.11908294411976944,-0.5269389674616008,-0.20521930197721241,-0.3664960834839114
1,-0.2049827641206438,-0.36596112405177333,-0.09882391745276509,-0.16475131445552585
1,-0.09811140803381067,-0.1635383535651911,-0.057401093136799856,0.15065598360139776
1,-0.056503274115401445,0.1529289303790414,-0.1621932183590527,0.41370934184422237
1,-0.16176419854159252,0.4168663291912008,-0.058447947268172346,0.6058728342525754
1,-0.05755481146492974,0.6096756233652824,-0.09852401966670152,0.41200127016776616
1,-0.09781016862171298,0.4151525172167784,0.18487060893606977,0.37218236138753263
1,0.18685225730845842,0.3751997894614764,0.3463568018120038,0.35186587459011603
1,0.3490608765929293,0.35481502526712694,0.41754663826116795,0.3134372715988775
1,0.42056918867740556,0.316257275686413,0.3743125555655495,0.11297556924188064
2,0.9588678361304411,0.6746321191258831,0.7935162751981027,0.6102226347791941
2,0.7982207675171996,0.6140400422193756,0.5537648657121358,0.8069206850914283
2,0.5573968034888782,0.8113991335369277,0.6943337931123725,0.598018334447319
2,0.6985945815887638,0.6017947270276797,0.8310319420426757,0.2679467637217864
2,0.8359042648615801,0.2706138883526533,0.9644072936832969,0.27558999603844375
2,0.969876285942214,0.2782828071972985,1.002533212823262,0.25042713691198365
2,1.008172765613367,0.2530353835229579,0.9896679913257107,0.36613067986368497
2,0.9952499901194277,0.3691277701171367,1.146314915576509,0.2586247374087017
2,1.1525976917734173,0.2612605336067966,1.293000633768009,0.15379817931490808
2,1.2999396248071244,0.15608168603562217,1.3041382885940747,0.2616198153091359
2,1.3111271051683162,0.26426567703306175,1.3654847263406706,0.2671701607314969
2,1.372747983013527,0.26983467544111345,1.165911650099526,0.4237457593264178
2,1.1722820944635288,0.4269364759528257,1.1049228684833567,0.27082087390568815
2,1.1110204727631436,0.27349765752749244,1.2371368509945884,0.10791012720391065
