simulation_id,state_1(t),state_2(t),state_3(t),state_4(t),state_1(t+dt),state_2(t+dt),state_3(t+dt),state_4(t+dt)
0,1.037085801391144,0.22817221804005722,0.24361730728144804,0.7655301131671852,1.4397622927046563,1.26502586526486,1.350109186514611,1.6328312643838219
0,1.4397622927046563,1.26502586526486,1.350109186514611,1.6328312643838219,1.3968669460027883,1.3206598105558625,1.4149761894098696,1.5249554978921147
0,1.3968669460027883,1.3206598105558625,1.4149761894098696,1.5249554978921147,1.4079950695437295,1.3154725490516248,1.4037256195184513,1.5422680544242948
0,1.4079950695437295,1.3154725490516248,1.4037256195184513,1.5422680544242948,1.4036506093248051,1.3109997294488136,1.404357067074378,1.5435638642241762
0,1.4036506093248051,1.3109997294488136,1.404357067074378,1.5435638642241762,1.4078155691276615,1.320718343677409,1.406881076240262,1.535490638370111
0,1.4078155691276615,1.320718343677409,1.406881076240262,1.535490638370111,1.4060600888042745,1.3163416536611177,1.4056935412863862,1.5393072129423293
0,1.4060600888042745,1.3163416536611177,1.4056935412863862,1.5393072129423293,1.4075589665642765,1.3202911466834708,1.4068431504017411,1.5358006458627678
0,1.4075589665642765,1.3202911466834708,1.4068431504017411,1.5358006458627678,1.4034722791741017,1.3093015260483962,1.403521546483391,1.5455494740556264
0,1.4034722791741017,1.3093015260483962,1.403521546483391,1.5455494740556264,1.4044204107943186,1.3117996853924256,1.4042138263570876,1.5432732970462195
0,1.4044204107943186,1.3117996853924256,1.4042138263570876,1.5432732970462195,1.4063686352250402,1.317081765416747,1.4058562161598156,1.538626961077033
0,1.4063686352250402,1.317081765416747,1.4058562161598156,1.538626961077033,1.4048417446458958,1.3129814556625088,1.4046282733594164,1.5422789231612695
0,1.4048417446458958,1.3129814556625088,1.4046282733594164,1.5422789231612695,1.4088222043314342,1.3236990328426588,1.4078727526953094,1.5327666786770024
0,1.4088222043314342,1.3236990328426588,1.4078727526953094,1.5327666786770024,1.4062598656922998,1.3168398254114173,1.4058459572995983,1.5388990315066582
0,1.4062598656922998,1.3168398254114173,1.4058459572995983,1.5388990315066582,1.4078914702528502,1.3211991870408588,1.4071232913901208,1.5349929090053385
0,1.4078914702528502,1.3211991870408588,1.4071232913901208,1.5349929090053385,1.4045352850229476,1.3121720450037355,1.4044029058581633,1.543014593702826
0,1.4045352850229476,1.3121720450037355,1.4044029058581633,1.543014593702826,1.406437432889403,1.3172561230346447,1.405895789363125,1.5384598964227862
0,1.406437432889403,1.3172561230346447,1.405895789363125,1.5384598964227862,1.4072676900219088,1.3195310814040284,1.4066324685141045,1.5364862279294313
0,1.4072676900219088,1.3195310814040284,1.4066324685141045,1.5364862279294313,1.404357608938677,1.3116816377682172,1.40423954797423,1.5434364788960413
0,1.404357608938677,1.3116816377682172,1.40423954797423,1.5434364788960413,1.406447935200338,1.3172843978257012,1.4059044525633513,1.5384346243991338
0,1.406447935200338,1.3172843978257012,1.4059044525633513,1.5384346243991338,1.4069552094891227,1.3186879966168457,1.4063751411635366,1.5372325461029608
0,1.4069552094891227,1.3186879966168457,1.4063751411635366,1.5372325461029608,1.4082143325004954,1.322085061430492,1.4074119327897976,1.5342252006905805
0,1.4082143325004954,1.322085061430492,1.4074119327897976,1.5342252006905805,1.4083173161310105,1.3223789087625566,1.4075215223006605,1.533982734711657
0,1.4083173161310105,1.3223789087625566,1.4075215223006605,1.533982734711657,1.405372163265796,1.3144293949418775,1.405091210502481,1.5410156917922266
0,1.405372163265796,1.3144293949418775,1.405091210502481,1.5410156917922266,1.4049694656409042,1.3133058317768815,1.4047025714879542,1.5419687392203432
0,1.4049694656409042,1.3133058317768815,1.4047025714879542,1.5419687392203432,1.4048111639826841,1.3128810239733002,1.404575901327025,1.5423471064939511
0,1.4048111639826841,1.3128810239733002,1.404575901327025,1.5423471064939511,1.4060120639165878,1.3161191234377518,1.4055617566755059,1.539478549047353
0,1.4060120639165878,1.3161191234377518,1.4055617566755059,1.539478549047353,1.4060779221437059,1.3163128277135163,1.4056402389646545,1.5393256117077467
0,1.4060779221437059,1.3163128277135163,1.4056402389646545,1.5393256117077467,1.4047110517994237,1.3126218802590157,1.404510050798641,1.5425892009769775
0,1.4047110517994237,1.3126218802590157,1.404510050798641,1.5425892009769775,1.4080846719330642,1.3217085161121025,1.4072645246558406,1.5345278915403455
0,1.4080846719330642,1.3217085161121025,1.4072645246558406,1.5345278915403455,1.4058213589580881,1.31564740659601,1.405470278905374,1.5399445191236372
0,1.4058213589580881,1.31564740659601,1.405470278905374,1.5399445191236372,1.4062256090567242,1.3167001147222623,1.40574475810019,1.5389701226850092
0,1.4062256090567242,1.3167001147222623,1.40574475810019,1.5389701226850092,1.407017742533599,1.3188506971701666,1.4064175148690923,1.5370815675733986
0,1.407017742533599,1.3188506971701666,1.4064175148690923,1.5370815675733986,1.4045622736657317,1.3122319838339138,1.4044051911776636,1.5429473207926052
0,1.4045622736657317,1.3122319838339138,1.4044051911776636,1.5429473207926052,1.4090864479195835,1.3244075073978585,1.4080835931447628,1.532134376229359
0,1.4090864479195835,1.3244075073978585,1.4080835931447628,1.532134376229359,1.40299988620313,1.3080469505306607,1.403165817684083,1.5466851294699824
0,1.40299988620313,1.3080469505306607,1.403165817684083,1.5466851294699824,1.4045821369117053,1.3122257242197557,1.4043309930067758,1.5428834901116206
0,1.4045821369117053,1.3122257242197557,1.4043309930067758,1.5428834901116206,1.4090098226948433,1.32421326401801,1.408039412091745,1.5323208164768825
0,1.4090098226948433,1.32421326401801,1.408039412091745,1.5323208164768825,1.4036382167257844,1.3097659719399406,1.4036865111477546,1.5451598365286594
0,1.4036382167257844,1.3097659719399406,1.4036865111477546,1.5451598365286594,1.4083295145380734,1.322347184655769,1.4074329480376386,1.5339371732356837
0,1.4083295145380734,1.322347184655769,1.4074329480376386,1.5339371732356837,1.407141842423025,1.3192183177735093,1.4065701707734506,1.5367928682870027
0,1.407141842423025,1.3192183177735093,1.4065701707734506,1.5367928682870027,1.4044081039077914,1.3118107983000704,1.404270211290181,1.5433142864257157
0,1.4044081039077914,1.3118107983000704,1.404270211290181,1.5433142864257157,1.4042636395869696,1.3113921742650807,1.4041074992469424,1.5436515354012275
0,1.4042636395869696,1.3113921742650807,1.4041074992469424,1.5436515354012275,1.4084397985317911,1.3226655898885165,1.407555414827687,1.5336793442026424
0,1.4084397985317911,1.3226655898885165,1.407555414827687,1.5336793442026424,1.4067744907730484,1.3182241157562506,1.4062630850485338,1.537669276185327
0,1.4067744907730484,1.3182241157562506,1.4062630850485338,1.537669276185327,1.4066442631407887,1.3178410410534824,1.4061068715885625,1.537973148522054
0,1.4066442631407887,1.3178410410534824,1.4061068715885625,1.537973148522054,1.4059180051314024,1.3158860790536817,1.4055158212890702,1.5397086124646437
0,1.4059180051314024,1.3158860790536817,1.4055158212890702,1.5397086124646437,1.4056689607535362,1.3152037763423108,1.4052948796450178,1.5403008379373697
0,1.4056689607535362,1.3152037763423108,1.4052948796450178,1.5403008379373697,1.4050675015724672,1.3135796459727764,1.4047975530832448,1.5417368829604003
0,1.4050675015724672,1.3135796459727764,1.4047975530832448,1.5417368829604003,1.4088712218583124,1.3238364887013219,1.4079209948290317,1.5326510442026526
1,0.7959441544465545,0.6470248023216713,-0.6293882642931672,-0.7300350780457732,1.4179737189436183,1.3656119701655762,0.12051720915528681,0.11085053111207496
1,1.4179737189436183,1.3656119701655762,0.12051720915528681,0.11085053111207496,1.3697755321565115,1.2887442246097618,1.132338510382296,1.2566484992831615
1,1.3697755321565115,1.2887442246097618,1.132338510382296,1.2566484992831615,1.4150276390996228,1.327284603340118,1.4617882684178312,1.591803894618676
1,1.4150276390996228,1.327284603340118,1.4617882684178312,1.591803894618676,1.401942421793548,1.307698501613508,1.3920019785421343,1.533933775433345
1,1.401942421793548,1.307698501613508,1.3920019785421343,1.533933775433345,1.4087641107813604,1.3230405666857148,1.4099362974152925,1.536046311283352
1,1.4087641107813604,1.3230405666857148,1.4099362974152925,1.536046311283352,1.4070613967120207,1.3190935696816477,1.4060576664982587,1.5363369606990005
1,1.4070613967120207,1.3190935696816477,1.4060576664982587,1.5363369606990005,1.4058638310309726,1.3157214698699575,1.4055628743403294,1.5399713060999924
1,1.4058638310309726,1.3157214698699575,1.4055628743403294,1.5399713060999924,1.403896515384191,1.3104234259492675,1.4038136482863255,1.544505961776681
1,1.403896515384191,1.3104234259492675,1.4038136482863255,1.544505961776681,1.4088785050645367,1.3238402447693955,1.407908148659654,1.5326348020227867
